storeName,reviewerUsername,ratingDate,reviewHeader,reviewText,rating
Pizzeria Trattoria Vecchia Milano,s14271818,"February 24, 2018",Affordable and delicious restaurant,"Delicious pizza and pasta. This was a small and wonderful restaurant that was low cost. If you're looking to escape the high prices in the Copenhagen city center, this is the place to go!",5
Pizzeria Trattoria Vecchia Milano,Lesleyjoh,"February 27, 2016",Very good cafe/restaurant,"Small, simple and unpretentious local Italian restaurant. Very welcoming. The waiter said he was Italian, i think he w ",4
RaJuize,Adelaatic,"March 2, 2021",The best in town,"My favourite juice in CPH, i really love The Way you Can get a juice also in The evening and fresh up :)",5
Overfor,PetrosK264,"October 19, 2020",Cozy place good prices ,Really friendly service and great burgers !i would go again !cozy place and good prices!also good prices at cocktails 75 for 2 cocktails,5
Overfor,Morten P,"September 24, 2020",Just an okay place,"The place itself is large, divided into smaller spaces, and really cozy.
But we do not think that the burgers we got was something to boast about, and in the room we were sitting in, we were bothered by the kitchen radio playing loud.",3
Overfor,S K,"June 14, 2019",So sad about the change in food,"We used to love coming to Overfor to have the delicious fish and chips. The fish used to be *incredible* but has been replaced with a smaller portion of cheaper, obviously pre-made, pre-shaped fish sticks consisting of mostly batter. The pasta used to have a variety of mushrooms and truffle oil. Now it's greasy with cheap everything in a smaller portion. No wonder it's noticeably emptier than it used to be. We're sadly not coming back, even though the staff were nice enough.",2
Overfor,autopilot222,"April 4, 2019",The menu is wrong,"They charge you different price, the ipa cost 42kr on the menu but they ask for 49kr. And we asked for the menu price and the girl argued with us",1
Overfor,Finn J,"March 6, 2019","Fair food, friendly and helpful staff -","It is a cafe, and it not trying to be anything else. The food is okay - we had Ribeye and it was well prepared. The staff is friendly and helpful.",3
Overfor,294kail,"July 7, 2018","Good food, worst service","This place is cosy with also a nice outside restaurant area. Food is really good, but the service is slow, rude and consistently bad. Once I forgot two lights for my bicycle there, and when I returned the next day and asked for them the reply I got back was ""Oh, I can't see any lights here.. we must have thrown them in the trash."" ",2
Overfor,Paul M,"June 18, 2018",Very poor,"Visited for dinner, the outside space was filthy, the service almost non existent and the food not great. Overall not somewhere I would recommend in any way",1
Overfor,Chokk,"June 11, 2018",It is a cafe and tries not to be anything else underperforming staff,The staff is friendly and sometimes too young and non-experienced. The food is fair - also fair priced - and the wine and their prices is also okay. Major drawback is that their waiters don't bring their brain to work. We ordered two bottles of wine and none of them were served properly. The first one was served without being open and the second one had already been serving another customer so it had one glass missing. Things like this would not happen if the waiter concentrated on their prime function serving their customers in stead of talking to their fellow waiters.,3
Overfor,szanovics,"February 4, 2018","Ok food, poor service","We went for brunch with a group of friends. Food and coffee were ok but service was disappointing. The waitress was a bit rude and messed up the bill, the system was confusing, food is overpriced and we had dirty cutlery. Overall, the brunch isn't worth the price.",2
Overfor,SorrelliAuckland,"August 25, 2017",So good we came back,"Very nice suburban restaurant. The first time we visited we had to try the Danish hot dog speciality, the second time the fish and chips. Good selection of drinks and food available. The staff very helpful",5
Overfor,fudo76,"July 23, 2017",Best dinner ever in Copenhagen,"Very nice place and cool staff
The dark Leffe was smashing but the real surprise is the Fish'n'Chips dish which is unbelievable
Totally to recommend",5
Overfor,mariannekY7927KA,"May 14, 2017",very nice atmosphere,I come here regularly for coffee as there is an excellent ambience in the cafe. Fine service. Good coffee and a charming mix of all kinds of persons,4
Overfor,GraemeandVanda,"April 29, 2017",Just what we needed......,"We didn't want a big meal so our lovely hotel staff at the Avenue recommended a place that they used..... a good choice.... The cafe had a nice ambience and friendly staff who were helpful without being ""in your face"" (seems to be the Scandinavian way) Menu choices were few, which I always find to be a sign that food is freshly cooked. (huge menus tend to involve microwaves in my experienc ",5
Overfor,TripTeller72,"April 13, 2017",Great place for lunch,"The burger is very good, same is the pasta. Good coffee an tasteful cakes.
Nice service and free WiFi! Busy and lively place during lunch hour. Went here twice.",4
Overfor,TommiP145,"April 10, 2017",Great breakfast,"We came for a quick breakfast before heading to airport by metro. It was too bad we were in a hurry since the breakfast was simply great! Nice menu, nice atmosphere and really nice staff. Next time in copenhagen, gotta try the brunch. For that, probably better to reserve a table. ",5
Overfor,Lauriane22,"March 15, 2017",Disappointing brunch,"Visited this restaurant for brunch with a couple of friends. The food tasted good but we were disappointed by the small portions we found in our plates. None of us left the restaurant hungry, but this is because we ate a lot of bread along our brunc ",3
Overfor,Olle P,"December 7, 2016",Excellent service and good beers,Me and my friends had a good burger and a couple of beers before the Kent concert at Forum. Very good located in the nice area of Fredriksberg. Very friendly and good service. The homemade burger was for sure better than average and we was asked about how we want them grilled. Strongly recommended!,4
Overfor,SuitcasedSoul_MGray,"November 30, 2016","""Dear Forum, I am your stepchild and a part of your ethos.""","We were there for a pre-concert (cirque du soleil) dinner with our 60+ year old mama and a young dapper duet. It's perfect on your way to Forum because the place is charged with collective anticipation for the show, the menu is curtailed to make it faster (oh the Danes are ever-logical...), and it just feels vibrant and even cosmopolitan - both of which are unusual for Frederiksbe ",5
Overfor,C3474MUannal,"November 22, 2016","Average place, good location","Nice place right next to Forum - metro station. I tried the vegetarian brunch, it was ok but nothing special. The staff is very friendly and helpful. Nice experience",3
Overfor,AddieHNO,"November 7, 2016",Very average,"Very crowded as there was a Forum event, which made the staff stressed and not very friendly. The food was ok, but the brunch was disappointedly small, and the burger fries were soggy and very salty. There is plenty of space as there are two more rooms behind the main entrance - the interior was cozy, and I can certainly imagine this place quite lovely in the evenings.",3
Overfor,MichaelVestergaard82,"September 23, 2016",Average food and service,"We had open sandwiches and a burger here for lunch. The burger was fine, but the sandwiches were on wet bread (underbaked and hadn't rested) and tasted bla ",2
Overfor,jazzmuso7,"July 17, 2016",Excellent food and coffee,"I loved everything about this place, it was quiet, spacious, trendy, well priced and with good service.

Across the road from Forum metro, it's easy to get to. 5 stars!",5
Overfor,JohnK329,"June 15, 2016",A good place for a beer or food,Met some friends here at the end of the day for a get-together. I have to confess that I did not eat but all the food that passed me looked great. The beer selection was excellent and it also had a full bar. The only demerit was trying to pay the bill which took a while to find our server and pay.,4
